arm,outcome,model,subgroup_var,subgroup_level,N,events,AUROC,calibration_slope,calibration_intercept,TPR,FPR,positive_rate,equal_opportunity_diff,demographic_parity_diff,equalised_odds_diff
clinical,neonatal,lightgbm,mat_delivery_mode,Caesarean,17398.0,291.0,0.6988168465431948,0.9225409683158409,-0.3727184669083364,0.7353951890034365,0.4992693049628807,0.5032187607771008,,,
clinical,neonatal,lightgbm,mat_age_cat,_DISPARITY_,,,,,,,,,0.05435628650304347,0.09350363259357733,0.0930467004033729
clinical,neonatal,lightgbm,mat_delivery_mode,_DISPARITY_,,,,,,,,,0.35206019871420224,0.5316597498220186,0.5305704617148636
clinical,neonatal,xgboost,mat_age_cat,20-34,61234.0,741.0,0.7687225630750197,0.9287377930889839,-0.2887794452087835,0.6248313090418354,0.22015770419717984,0.22505470816866446,,,
clinical,neonatal,xgboost,mat_age_cat,<20,16409.0,241.0,0.7497686378092272,0.9401418199331402,-0.19898595267805194,0.6970954356846473,0.3419099455714993,0.34712657687854226,,,
clinical,neonatal,xgboost,mat_age_cat,>=35,9351.0,123.0,0.7701855610883807,0.9212773412769254,-0.32603866614389015,0.6422764227642277,0.24338968357173818,0.2486365094642284,,,
clinical,neonatal,xgboost,mat_delivery_mode,Vaginal spontaneous,64809.0,696.0,0.7693355737203225,0.9286626159994529,-0.2705283126572785,0.5344827586206896,0.1276184237206183,0.13198784119489576,,,
clinical,neonatal,xgboost,mat_delivery_mode,Vaginal assisted,4814.0,118.0,0.7563559322033899,0.9801567974624553,-0.044303291827609836,0.9067796610169492,0.7365843270868825,0.7407561279601164,,,
clinical,neonatal,xgboost,mat_delivery_mode,Caesarean,17398.0,291.0,0.6972347285741635,0.8829879835365163,-0.4808381302435118,0.7938144329896907,0.550184135149354,0.5542591102425566,,,
clinical,neonatal,xgboost,mat_age_cat,_DISPARITY_,,,,,,,,,0.0722641266428119,0.1220718687098778,0.12175224137431945
clinical,neonatal,xgboost,mat_delivery_mode,_DISPARITY_,,,,,,,,,0.37229690239625957,0.6087682867652207,0.6089659033662642
clinical,neonatal,random_forest,mat_age_cat,20-34,61234.0,741.0,0.7580208419292019,0.7507883863553358,-0.8968466335194027,0.5168690958164642,0.11812937034036997,0.12295456772381357,,,
clinical,neonatal,random_forest,mat_age_cat,<20,16409.0,241.0,0.7320770652957227,0.7516901998460265,-0.8629184391985459,0.5020746887966805,0.1730578921326076,0.177890182217076,,,
clinical,neonatal,random_forest,mat_age_cat,>=35,9351.0,123.0,0.7526831558952781,0.7346529009485189,-0.825727122344148,0.4959349593495935,0.09752925877763328,0.10276975724521442,,,
clinical,neonatal,random_forest,mat_delivery_mode,Vaginal spontaneous,64809.0,696.0,0.757094099390964,0.7489352639036341,-0.8484604212142506,0.4367816091954023,0.05875563458268994,0.0628153497199463,,,
clinical,neonatal,random_forest,mat_delivery_mode,Vaginal assisted,4814.0,118.0,0.7415082796754541,0.9248314388542146,-0.21172148151641712,0.7033898305084746,0.338160136286201,0.3471125882841712,,,
clinical,neonatal,random_forest,mat_delivery_mode,Caesarean,17398.0,291.0,0.6880001494535004,0.6824051854407585,-1.2068605655624898,0.6082474226804123,0.32057052668498276,0.3253822278422807,,,
clinical,neonatal,random_forest,mat_age_cat,_DISPARITY_,,,,,,,,,0.020934136466870756,0.07512042497186158,0.07552863335497433
clinical,neonatal,random_forest,mat_delivery_mode,_DISPARITY_,,,,,,,,,0.26660822131307227,0.2842972385642249,0.27940450170351105
clinical,neonatal,naive_bayes,mat_age_cat,20-34,61234.0,741.0,0.7161799070984736,0.9710581701415353,-0.20534090799301682,0.611336032388664,0.27672623278726466,0.28077538622334,,,
clinical,neonatal,naive_bayes,mat_age_cat,<20,16409.0,241.0,0.6837726691317925,1.0575277946621502,0.48296132722282076,0.5186721991701245,0.21721919841662543,0.22164665732220123,,,
clinical,neonatal,naive_bayes,mat_age_cat,>=35,9351.0,123.0,0.7099231395434891,0.8783606237567382,-0.4653192370678345,0.5934959349593496,0.2697225834416992,0.273981392364453,,,
clinical,neonatal,naive_bayes,mat_delivery_mode,Vaginal spontaneous,64809.0,696.0,0.7121124232699054,1.1196192954478363,0.4734655293157605,0.5186781609195402,0.18464274016190163,0.18823002977981454,,,
clinical,neonatal,naive_bayes,mat_delivery_mode,Vaginal assisted,4814.0,118.0,0.6830840527820288,0.7853952569644702,-0.7618518743469415,0.8305084745762712,0.6956984667802385,0.699002908184462,,,
clinical,neonatal,naive_bayes,mat_delivery_mode,Caesarean,17398.0,291.0,0.631196369244157,0.6071298923771739,-1.519082099404571,0.6597938144329897,0.4465423510843514,0.45010920795493736,,,
clinical,neonatal,naive_bayes,mat_age_cat,_DISPARITY_,,,,,,,,,0.09266383321853944,0.05912872890113874,0.09266383321853944
clinical,neonatal,naive_bayes,mat_delivery_mode,_DISPARITY_,,,,,,,,,0.311830313656731,0.5107728784046475,0.5110557266183369
clinical,neonatal,catboost,mat_age_cat,20-34,61234.0,741.0,0.7636034911791916,0.9265354324870994,-0.29792877709387944,0.6153846153846154,0.21098308895244078,0.21587680047032695,,,
clinical,neonatal,catboost,mat_age_cat,<20,16409.0,241.0,0.738234148289434,0.9405276447289079,-0.19742558405497715,0.6597510373443983,0.33263236021771403,0.3374367725028948,,,
clinical,neonatal,catboost,mat_age_cat,>=35,9351.0,123.0,0.7541060082252318,0.884368681977966,-0.40748352168036533,0.6178861788617886,0.21629822280017338,0.22158057961715324,,,
clinical,neonatal,catboost,mat_delivery_mode,Vaginal spontaneous,64809.0,696.0,0.757352835716966,0.9172785569487898,-0.2896144803782647,0.5100574712643678,0.11392385319669958,0.11817803082905153,,,
clinical,neonatal,catboost,mat_delivery_mode,Vaginal assisted,4814.0,118.0,0.7640193240550919,1.0336462515312417,0.12044291997555348,0.8983050847457628,0.7242333901192505,0.7285002077274616,,,
clinical,neonatal,catboost,mat_delivery_mode,Caesarean,17398.0,291.0,0.6985650455180322,0.8846951547920568,-0.5091889633235263,0.7869415807560137,0.55071023557608,0.5546614553396942,,,
clinical,neonatal,catboost,mat_age_cat,_DISPARITY_,,,,,,,,,0.04436642195978291,0.12155997203256783,0.12164927126527325
clinical,neonatal,catboost,mat_delivery_mode,_DISPARITY_,,,,,,,,,0.3882476134813949,0.6103221768984101,0.6103095369225509
clinical,neonatal,logistic,mat_age_cat,20-34,61234.0,741.0,0.7436292748251417,0.9679550284579795,-0.194439188261033,0.5695006747638327,0.1774916105995735,0.18223535944083352,,,
clinical,neonatal,logistic,mat_age_cat,<20,16409.0,241.0,0.6974462644309439,0.9172600240238381,-0.1891884831445358,0.4854771784232365,0.18969569520039584,0.1940398561764885,,,
clinical,neonatal,logistic,mat_age_cat,>=35,9351.0,123.0,0.7438473750797325,0.9358665558528769,-0.1850725571816571,0.5528455284552846,0.167641959254443,0.17270880119773285,,,
clinical,neonatal,logistic,mat_delivery_mode,Vaginal spontaneous,64809.0,696.0,0.7248577224731263,1.0709354199880434,0.427327934838965,0.45977011494252873,0.09402149330089062,0.09794935888534,,,
clinical,neonatal,logistic,mat_delivery_mode,Vaginal assisted,4814.0,118.0,0.7612618384200041,1.1331477310464984,0.20198779531482547,0.8389830508474576,0.561541737649063,0.5683423348566681,,,
clinical,neonatal,logistic,mat_delivery_mode,Caesarean,17398.0,291.0,0.6703816106306436,0.7808242127670789,-1.002046072667162,0.6426116838487973,0.38966504939498453,0.3938958500977124,,,
clinical,neonatal,logistic,mat_age_cat,_DISPARITY_,,,,,,,,,0.0840234963405962,0.021331054978755648,0.0840234963405962
clinical,neonatal,logistic,mat_delivery_mode,_DISPARITY_,,,,,,,,,0.3792129359049289,0.47039297597132806,0.4675202443481724
clinical,neonatal,mlp,mat_age_cat,20-34,61234.0,741.0,0.7580628494440184,0.9579140508075312,-0.1942275650055741,0.553306342780027,0.15467905377481692,0.1595028905510011,,,
clinical,neonatal,mlp,mat_age_cat,<20,16409.0,241.0,0.7130885556429277,0.9268331741049107,-0.19374438589557108,0.5145228215767634,0.18790202869866401,0.19269912852702786,,,
clinical,neonatal,mlp,mat_age_cat,>=35,9351.0,123.0,0.7628651400298139,0.9276583203063296,-0.3065865818115692,0.5772357723577236,0.15377113133940182,0.1593412469254625,,,
clinical,neonatal,mlp,mat_delivery_mode,Vaginal spontaneous,64809.0,696.0,0.7456156904897262,0.9569368299751885,-0.1913346443118602,0.4511494252873563,0.07327687052547845,0.0773349380487278,,,
clinical,neonatal,mlp,mat_delivery_mode,Vaginal assisted,4814.0,118.0,0.7681573571449196,1.0267209679555342,0.12423093009453114,0.7542372881355932,0.4571976149914821,0.46447860407145825,,,
clinical,neonatal,mlp,mat_delivery_mode,Caesarean,17398.0,291.0,0.6927237036666528,0.8683771496483687,-0.46800892904918184,0.6907216494845361,0.4083123867422693,0.4130359811472583,,,
clinical,neonatal,mlp,mat_age_cat,_DISPARITY_,,,,,,,,,0.06271295078096017,0.03335788160156536,0.06271295078096017
clinical,neonatal,mlp,mat_delivery_mode,_DISPARITY_,,,,,,,,,0.3030878628482369,0.3871436660227304,0.38392074446600366
clinical,perinatal,svm,mat_age_cat,20-34,70468.0,3998.0,0.7055261834317188,1.0703585108864995,0.14372452227039365,0.7026013006503251,0.3992026478110426,0.4164159618550264,,,
clinical,perinatal,svm,mat_age_cat,<20,18603.0,978.0,0.6952867481761882,0.9139463131932332,-0.3156992110984812,0.5,0.23920567375886526,0.25291619631242274,,,
clinical,perinatal,svm,mat_age_cat,>=35,10794.0,900.0,0.705187543516834,1.1803817594054469,0.8097779281629217,0.8066666666666666,0.4997978572872448,0.52538447285529,,,
clinical,perinatal,svm,mat_delivery_mode,Vaginal spontaneous,69874.0,3299.0,0.7261710754075275,3.8216264488685585,7.701425182236767,0.6541376174598363,0.33847540368006007,0.3533789392334774,,,
clinical,perinatal,svm,mat_delivery_mode,Vaginal assisted,5214.0,454.0,0.6473475733905898,3.1839066646857725,6.607494106492881,0.5088105726872246,0.2834033613445378,0.30303030303030304,,,
clinical,perinatal,svm,mat_delivery_mode,Caesarean,19125.0,1222.0,0.647834762947409,1.8192569007862158,2.4178711398033315,0.6358428805237316,0.42802882198514214,0.44130718954248366,,,
clinical,perinatal,svm,mat_age_cat,_DISPARITY_,,,,,,,,,0.30666666666666664,0.27246827654286726,0.30666666666666664
clinical,perinatal,svm,mat_delivery_mode,_DISPARITY_,,,,,,,,,0.1453270447726117,0.13827688651218062,0.1453270447726117
clinical,perinatal,lightgbm,mat_age_cat,20-34,70468.0,3998.0,0.7315844115076946,0.9325711989868378,-0.18258201299359525,0.6410705352676338,0.2873476756431473,0.3074161321450871,,,
clinical,perinatal,lightgbm,mat_age_cat,<20,18603.0,978.0,0.7136544692453843,0.8773210468131936,-0.3346005533522271,0.6063394683026585,0.28408510638297874,0.30102671612105575,,,
clinical,perinatal,lightgbm,mat_age_cat,>=35,10794.0,900.0,0.7353135458077849,0.8813522931796345,-0.22125529738543537,0.78,0.452698605215282,0.47998888271261814,,,
clinical,perinatal,lightgbm,mat_delivery_mode,Vaginal spontaneous,69874.0,3299.0,0.7357795765782984,0.9869561928616509,-0.18296587488531216,0.6095786602000606,0.26009763424708976,0.27659787617711884,,,
clinical,perinatal,lightgbm,mat_delivery_mode,Vaginal assisted,5214.0,454.0,0.7127378484433422,0.827738247215963,0.14661209661215865,0.5044052863436124,0.1384453781512605,0.17031070195627157,,,
clinical,perinatal,lightgbm,mat_delivery_mode,Caesarean,19125.0,1222.0,0.660582354464635,0.6619632174763559,-0.7946084730759139,0.5981996726677578,0.3634586382170586,0.3784575163398693,,,
clinical,perinatal,lightgbm,mat_age_cat,_DISPARITY_,,,,,,,,,0.17366053169734152,0.1789621665915624,0.17366053169734152
clinical,perinatal,lightgbm,mat_delivery_mode,_DISPARITY_,,,,,,,,,0.1051733738564482,0.20814681438359772,0.22501326006579808
clinical,perinatal,xgboost,mat_age_cat,20-34,70468.0,3998.0,0.7317006253992049,0.9450541550227601,-0.1531151003180852,0.6325662831415708,0.2814051451782759,0.30132826247374694,,,
clinical,perinatal,xgboost,mat_age_cat,<20,18603.0,978.0,0.7131918664520152,0.9241383126765776,-0.21637644898073277,0.6073619631901841,0.2886241134751773,0.3053808525506639,,,
clinical,perinatal,xgboost,mat_age_cat,>=35,10794.0,900.0,0.7366043393302338,0.922362166436124,-0.14153103414794418,0.7722222222222223,0.4491611077420659,0.4760978321289605,,,
clinical,perinatal,xgboost,mat_delivery_mode,Vaginal spontaneous,69874.0,3299.0,0.737449450709184,1.0105697023919165,-0.13264391559221037,0.6077599272506821,0.2574840405557642,0.2740218106878095,,,
clinical,perinatal,xgboost,mat_delivery_mode,Vaginal assisted,5214.0,454.0,0.710753387257987,0.8198448904273012,0.11261048466233176,0.486784140969163,0.13172268907563026,0.16263904871499807,,,
clinical,perinatal,xgboost,mat_delivery_mode,Caesarean,19125.0,1222.0,0.6591818494884188,0.6844440220468118,-0.7412134215473526,0.5785597381342062,0.35703513377646207,0.37118954248366015,,,
clinical,perinatal,xgboost,mat_age_cat,_DISPARITY_,,,,,,,,,0.16486025903203816,0.17476956965521356,0.16775596256379
clinical,perinatal,xgboost,mat_delivery_mode,_DISPARITY_,,,,,,,,,0.12097578628151906,0.20855049376866208,0.2253124447008318
clinical,perinatal,random_forest,mat_age_cat,20-34,70468.0,3998.0,0.7311949866914802,0.9391590065417532,-0.177653129831754,0.6463231615807904,0.3005415977132541,0.3201595050235568,,,
clinical,perinatal,random_forest,mat_age_cat,<20,18603.0,978.0,0.7157518165600663,0.8694769013529934,-0.3366990106831218,0.6196319018404908,0.29509219858156027,0.3121539536633876,,,
clinical,perinatal,random_forest,mat_age_cat,>=35,10794.0,900.0,0.7346356939110124,0.8873491429119208,-0.16474313971181606,0.7677777777777778,0.43430361835455833,0.4621085788400964,,,
clinical,perinatal,random_forest,mat_delivery_mode,Vaginal spontaneous,69874.0,3299.0,0.7371687775753801,1.0165709828874427,-0.09254041702660905,0.6165504698393452,0.26649643259481787,0.28302372842545154,,,
clinical,perinatal,random_forest,mat_delivery_mode,Vaginal assisted,5214.0,454.0,0.707700690408322,0.85891106561948,0.2727669649967149,0.45594713656387664,0.11911764705882352,0.14844649021864212,,,
clinical,perinatal,random_forest,mat_delivery_mode,Caesarean,19125.0,1222.0,0.6572140256097301,0.6424561495764611,-0.8492888481148797,0.6104746317512275,0.38060660224543374,0.3952941176470588,,,
clinical,perinatal,random_forest,mat_age_cat,_DISPARITY_,,,,,,,,,0.148145875937287,0.14995462517670877,0.148145875937287
clinical,perinatal,random_forest,mat_delivery_mode,_DISPARITY_,,,,,,,,,0.1606033332754686,0.24684762742841668,0.2614889551866102
clinical,perinatal,naive_bayes,mat_age_cat,20-34,70468.0,3998.0,0.6582057539978052,1.0079763535866375,-0.0414398528180456,0.7311155577788895,0.4918309011584173,0.505406709428393,,,
clinical,perinatal,naive_bayes,mat_age_cat,<20,18603.0,978.0,0.6795107688291346,1.1401651565239723,0.3879086545583465,0.6492842535787321,0.36737588652482267,0.382196419932269,,,
clinical,perinatal,naive_bayes,mat_age_cat,>=35,10794.0,900.0,0.6486900590705926,0.8508207340282362,-0.0956418624119779,0.7577777777777778,0.5277946230038407,0.5469705391884381,,,
clinical,perinatal,naive_bayes,mat_delivery_mode,Vaginal spontaneous,69874.0,3299.0,0.6883132008846204,1.2279235085420463,0.41572249319074406,0.6771749014852986,0.4229064964325948,0.4349114119701176,,,
clinical,perinatal,naive_bayes,mat_delivery_mode,Vaginal assisted,5214.0,454.0,0.5603984655536223,0.3486196621664584,-1.3852350577962773,0.4977973568281938,0.36659663865546216,0.37802071346375143,,,
clinical,perinatal,naive_bayes,mat_delivery_mode,Caesarean,19125.0,1222.0,0.6093171393798532,0.7015015882184862,-0.7055189401432762,0.7184942716857611,0.5466681561749428,0.5576470588235294,,,
clinical,perinatal,naive_bayes,mat_age_cat,_DISPARITY_,,,,,,,,,0.10849352419904568,0.16477411925616908,0.16041873647901805
clinical,perinatal,naive_bayes,mat_delivery_mode,_DISPARITY_,,,,,,,,,0.22069691485756726,0.17962634535977795,0.22069691485756726
clinical,perinatal,catboost,mat_age_cat,20-34,70468.0,3998.0,0.7319813810922311,0.9784261696524382,-0.07129487085815218,0.6220610305152576,0.27406348728749813,0.2938071181245388,,,
clinical,perinatal,catboost,mat_age_cat,<20,18603.0,978.0,0.7153179306443893,0.9310788121296388,-0.19982847478654245,0.5623721881390593,0.251290780141844,0.2676450034940601,,,
clinical,perinatal,catboost,mat_age_cat,>=35,10794.0,900.0,0.7376260022909508,0.9139235939187353,-0.14023703982048855,0.7555555555555555,0.4111582777440873,0.4398740040763387,,,
clinical,perinatal,catboost,mat_delivery_mode,Vaginal spontaneous,69874.0,3299.0,0.739632276283497,1.0559478737971189,-0.011872018772386164,0.5871476204910578,0.23957942170484417,0.2559893522626442,,,
clinical,perinatal,catboost,mat_delivery_mode,Vaginal assisted,5214.0,454.0,0.7121360548624736,0.8592662312074225,0.232346970226266,0.44493392070484583,0.10840336134453782,0.13770617568085922,,,
clinical,perinatal,catboost,mat_delivery_mode,Caesarean,19125.0,1222.0,0.6601912899784647,0.6966930086125032,-0.7153620216246305,0.5662847790507365,0.34340613305032675,0.35764705882352943,,,
clinical,perinatal,catboost,mat_age_cat,_DISPARITY_,,,,,,,,,0.19318336741649622,0.17222900058227858,0.19318336741649622
clinical,perinatal,catboost,mat_delivery_mode,_DISPARITY_,,,,,,,,,0.142213699786212,0.2199408831426702,0.23500277170578893
clinical,perinatal,logistic,mat_age_cat,20-34,70468.0,3998.0,0.7091394952779534,1.0460543318058593,0.05868373592521749,0.684592296148074,0.36619527606438995,0.38425952205256286,,,
clinical,perinatal,logistic,mat_age_cat,<20,18603.0,978.0,0.6965231983059943,0.8883634805416746,-0.274341682402012,0.5521472392638037,0.2751205673758865,0.28968445949578026,,,
clinical,perinatal,logistic,mat_age_cat,>=35,10794.0,900.0,0.7093610044246794,1.1024208311986206,0.4555686721490197,0.7822222222222223,0.46199717000202145,0.48869742449508985,,,
clinical,perinatal,logistic,mat_delivery_mode,Vaginal spontaneous,69874.0,3299.0,0.7269987867145759,1.4180311824691392,0.9480139609701063,0.6371627765989694,0.31528351483289524,0.3304805793285056,,,
clinical,perinatal,logistic,mat_delivery_mode,Vaginal assisted,5214.0,454.0,0.6593619275904194,1.1828798208788076,1.0296749843348747,0.5286343612334802,0.2581932773109244,0.2817414652857691,,,
clinical,perinatal,logistic,mat_delivery_mode,Caesarean,19125.0,1222.0,0.6479680279242578,0.8405967183664997,-0.31784904737549785,0.6178396072013094,0.4037312182315813,0.41741176470588237,,,
clinical,perinatal,logistic,mat_age_cat,_DISPARITY_,,,,,,,,,0.23007498295841855,0.1990129649993096,0.23007498295841855
clinical,perinatal,logistic,mat_delivery_mode,_DISPARITY_,,,,,,,,,0.10852841536548918,0.13567029942011327,0.14553794092065692
clinical,perinatal,mlp,mat_age_cat,20-34,70468.0,3998.0,0.728413748020392,0.9946141510752763,-0.03545081948312582,0.6223111555777889,0.28372197984052955,0.3029318272123517,,,
clinical,perinatal,mlp,mat_age_cat,<20,18603.0,978.0,0.715025946714238,0.9701015840226632,-0.04616354468571701,0.5603271983640081,0.24260992907801418,0.2593130140299952,,,
clinical,perinatal,mlp,mat_age_cat,>=35,10794.0,900.0,0.7381579183792646,0.9403434451278859,-0.13200318621617257,0.7455555555555555,0.40004042854255106,0.4288493607559755,,,
clinical,perinatal,mlp,mat_delivery_mode,Vaginal spontaneous,69874.0,3299.0,0.7359906351985723,1.060747117363855,-0.0044752441833007285,0.5865413761745983,0.24417574164476155,0.2603400406445888,,,
clinical,perinatal,mlp,mat_delivery_mode,Vaginal assisted,5214.0,454.0,0.7035337152482138,0.8761241857819206,0.22265258106983676,0.44713656387665196,0.12983193277310925,0.15746068277713848,,,
clinical,perinatal,mlp,mat_delivery_mode,Caesarean,19125.0,1222.0,0.6565576881710158,0.6986772252651159,-0.7074188427508427,0.5548281505728314,0.3425682846450316,0.35613071895424836,,,
clinical,perinatal,mlp,mat_age_cat,_DISPARITY_,,,,,,,,,0.1852283571915474,0.16953634672598034,0.1852283571915474
clinical,perinatal,mlp,mat_delivery_mode,_DISPARITY_,,,,,,,,,0.13940481229794638,0.19867003617710988,0.21273635187192233
